contig	module_accession	completeness	pathway_name	pathway_class	matching_ko	missing_ko
ERZ8153470.11794-NODE-11794-length-1124-cov-1.671656	M00096	12.5	C5 isoprenoid biosynthesis, non-mevalonate pathway	Pathway modules; Biosynthesis of terpenoids and polyketides; Terpenoid backbone biosynthesis	K03526	K03527,K00991,K00919,K01823,K01770,K01662,K00099
ERZ8153470.11801-NODE-11801-length-1123-cov-2.969101	M00122	50.0	Cobalamin biosynthesis, cobinamide => cobalamin	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K00768	K02226
ERZ8153470.11807-NODE-11807-length-1123-cov-1.824906	M00083	25.0	Fatty acid biosynthesis, elongation	Pathway modules; Lipid metabolism; Fatty acid metabolism	K00059	K00647,K00208,K02372
ERZ8153470.11807-NODE-11807-length-1123-cov-1.824906	M00061	20.0	D-Glucuronate degradation, D-glucuronate => pyruvate + D-glyceraldehyde 3P	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	K01812	K00040,K01625,K01686,K00874
ERZ8153470.11807-NODE-11807-length-1123-cov-1.824906	M00631	20.0	D-Galacturonate degradation (bacteria), D-galacturonate => pyruvate + D-glyceraldehyde 3P	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	K01812	K01625,K00041,K00874,K01685
ERZ8153470.11807-NODE-11807-length-1123-cov-1.824906	M00572	16.67	Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K00059	K02169,K00647,K00208,K02170,K02372
ERZ8153470.11807-NODE-11807-length-1123-cov-1.824906	M00874	16.67	Fatty acid biosynthesis in mitochondria, fungi	Pathway modules; Lipid metabolism; Fatty acid metabolism	K00059	K07512,K09458,K11262,K03955,K00645,K22541
ERZ8153470.11828-NODE-11828-length-1121-cov-2.217636	M00115	20.0	NAD biosynthesis, aspartate => NAD	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K01916	K00969,K03517,K00278,K00767
ERZ8153470.11844-NODE-11844-length-1120-cov-1.464789	M00878	14.29	Phenylacetate degradation, phenylaxetate => acetyl-CoA/succinyl-CoA	Pathway modules; Xenobiotics biodegradation; Aromatics degradation	K01912	K01692,K02618,K00074,K02615,K02609,K02612,K02610,K02611,K02613,K15866
ERZ8153470.11854-NODE-11854-length-1119-cov-1.972744	M00052	33.33	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP	Pathway modules; Nucleotide metabolism; Pyrimidine metabolism	K01937	K00940,K13800
ERZ8153470.11868-NODE-11868-length-1117-cov-2.090395	M00020	33.33	Serine biosynthesis, glycerate-3P => serine	Pathway modules; Amino acid metabolism; Serine and threonine metabolism	K00831	K00058,K01079
ERZ8153470.11868-NODE-11868-length-1117-cov-2.090395	M00124	16.67	Pyridoxal biosynthesis, erythrose-4P => pyridoxal-5P	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K00831	K00275,K03472,K03474,K00097,K03473
ERZ8153470.11882-NODE-11882-length-1116-cov-2.020735	M00855	33.33	Glycogen degradation, glycogen => glucose-6P	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	K00688	K01196,K15779
ERZ8153470.11884-NODE-11884-length-1116-cov-1.880302	M00627	33.33	beta-Lactam resistance, Bla system	Signature modules; Gene set; Drug resistance	K17836	K02171,K02172
ERZ8153470.11885-NODE-11885-length-1116-cov-1.827521	M00049	25.0	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP	Pathway modules; Nucleotide metabolism; Purine metabolism	K00873	K01756,K00939,K01939
ERZ8153470.11885-NODE-11885-length-1116-cov-1.827521	M00050	25.0	Guanine ribonucleotide biosynthesis IMP => GDP,GTP	Pathway modules; Nucleotide metabolism; Purine metabolism	K00873	K01951,K00088,K00942
ERZ8153470.11885-NODE-11885-length-1116-cov-1.827521	M00002	20.0	Glycolysis, core module involving three-carbon compounds	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism	K00873	K00927,K00134,K01803,K01689,K01834
ERZ8153470.11885-NODE-11885-length-1116-cov-1.827521	M00001	11.11	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism	K00873	K00927,K01810,K00844,K01803,K00850,K01689,K01623,K00134,K01834
ERZ8153470.11891-NODE-11891-length-1115-cov-10.814151	M00125	33.33	Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K00794	K00793,K11753
ERZ8153470.11901-NODE-11901-length-1115-cov-1.972642	M00063	25.0	CMP-KDO biosynthesis	Pathway modules; Glycan metabolism; Lipopolysaccharide metabolism	K06041	K00979,K01627,K03270
ERZ8153470.11918-NODE-11918-length-1114-cov-1.407932	M00017	14.29	Methionine biosynthesis, apartate => homoserine => methionine	Pathway modules; Amino acid metabolism; Cysteine and methionine metabolism	K14155	K01739,K00548,K00133,K00651,K00928,K00003
ERZ8153470.11937-NODE-11937-length-1112-cov-2.142857	M00002	20.0	Glycolysis, core module involving three-carbon compounds	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism	K01689	K00927,K00134,K01803,K01834,K00873
ERZ8153470.11937-NODE-11937-length-1112-cov-2.142857	M00003	14.29	Gluconeogenesis, oxaloacetate => fructose-6P	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism	K01689	K00927,K01623,K01596,K00134,K01803,K01834,K03841
ERZ8153470.11937-NODE-11937-length-1112-cov-2.142857	M00001	11.11	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism	K01689	K00927,K01810,K00844,K01803,K00850,K00873,K01623,K00134,K01834
ERZ8153470.11937-NODE-11937-length-1112-cov-2.142857	M00346	11.11	Formaldehyde assimilation, serine pathway	Pathway modules; Energy metabolism; Methane metabolism	K01689	K00830,K00600,K01595,K00024,K08691,K08692,K14067,K00018,K11529
ERZ8153470.11945-NODE-11945-length-1112-cov-1.370861	M00093	33.33	Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE	Pathway modules; Lipid metabolism; Lipid metabolism	K01613	K00998,K00981
ERZ8153470.11946-NODE-11946-length-1112-cov-1.327342	M00018	20.0	Threonine biosynthesis, aspartate => homoserine => threonine	Pathway modules; Amino acid metabolism; Serine and threonine metabolism	K00872	K00928,K01733,K00003,K00133
ERZ8153470.11997-NODE-11997-length-1107-cov-3.833650	M00123	33.33	Biotin biosynthesis, pimeloyl-ACP/CoA => biotin	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K01012	K01935,K00652,K00833
ERZ8153470.11997-NODE-11997-length-1107-cov-3.833650	M00573	20.0	Biotin biosynthesis, BioI pathway, long-chain-acyl-ACP => pimeloyl-ACP => biotin	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K01012	K01935,K00652,K16593,K19563
ERZ8153470.11997-NODE-11997-length-1107-cov-3.833650	M00577	20.0	Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K01012	K01906,K01935,K00652,K00833
ERZ8153470.12004-NODE-12004-length-1107-cov-1.707224	M00017	14.29	Methionine biosynthesis, apartate => homoserine => methionine	Pathway modules; Amino acid metabolism; Cysteine and methionine metabolism	K00651	K01739,K00548,K00133,K01760,K00928,K00003
ERZ8153470.12011-NODE-12011-length-1106-cov-2.362512	M00530	16.67	Dissimilatory nitrate reduction, nitrate => ammonia	Pathway modules; Energy metabolism; Nitrogen metabolism	K00374	K00363,K00370,K00362,K00371
ERZ8153470.12011-NODE-12011-length-1106-cov-2.362512	M00529	8.33	Denitrification, nitrate => nitrogen	Pathway modules; Energy metabolism; Nitrogen metabolism	K00374	K02305,K00371,K04561,K00376,K00368,K00370
ERZ8153470.12032-NODE-12032-length-1104-cov-5.009533	M00048	12.5	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP	Pathway modules; Nucleotide metabolism; Purine metabolism	K00764	K00602,K01923,K00601,K01756,K01952,K01933,K01945
ERZ8153470.12036-NODE-12036-length-1104-cov-2.463298	M00078	12.5	Heparan sulfate degradation	Pathway modules; Glycan metabolism; Glycosaminoglycan metabolism	K01205	K01136,K10532,K01137,K01217,K01195,K01565,K07964
ERZ8153470.12057-NODE-12057-length-1103-cov-2.220420	M00120	16.67	Coenzyme A biosynthesis, pantothenate => CoA	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K00954	K01922,K00859,K01598,K00867
ERZ8153470.12081-NODE-12081-length-1101-cov-2.409178	M00011	10.0	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism	K01677	K00382,K01678,K01903,K00241,K00658,K00026,K01902,K00164,K00240,K00239
ERZ8153470.12081-NODE-12081-length-1101-cov-2.409178	M00620	7.14	Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate	Pathway modules; Energy metabolism; Carbon fixation	K01677	K00171,K01678,K00175,K00174,K01960,K01902,K18209,K01959,K00172,K00170,K00169,K01903,K00177,K00024,K18210,K00176
ERZ8153470.12081-NODE-12081-length-1101-cov-2.409178	M00009	6.25	Citrate cycle (TCA cycle, Krebs cycle)	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism	K01677	K00382,K01678,K00031,K01903,K00234,K00658,K00236,K00026,K01647,K00164,K01902,K00237,K01681,K00235
ERZ8153470.12081-NODE-12081-length-1101-cov-2.409178	M00173	5.0	Reductive citrate cycle (Arnon-Buchanan cycle)	Pathway modules; Energy metabolism; Carbon fixation	K01677	K15231,K01678,K00171,K00175,K00172,K00170,K00169,K01007,K00174,K00031,K01903,K01595,K00024,K01902,K00240,K01681,K00239,K15230
ERZ8153470.12081-NODE-12081-length-1101-cov-2.409178	M00374	3.85	Dicarboxylate-hydroxybutyrate cycle	Pathway modules; Energy metabolism; Carbon fixation	K01677	K15038,K01678,K00171,K00626,K01007,K01902,K00240,K00172,K00170,K00169,K15016,K01903,K01595,K00024,K14467,K14465,K00239,K14534
ERZ8153470.12096-NODE-12096-length-1100-cov-1.819139	M00011	10.0	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism	K00174	K00175,K01676,K00236,K01903,K00234,K00026,K01902,K00237,K00235
ERZ8153470.12096-NODE-12096-length-1100-cov-1.819139	M00009	6.25	Citrate cycle (TCA cycle, Krebs cycle)	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism	K00174	K00175,K00031,K00236,K01903,K00234,K01676,K00026,K01647,K01902,K00237,K01681,K00235
ERZ8153470.12096-NODE-12096-length-1100-cov-1.819139	M00173	5.0	Reductive citrate cycle (Arnon-Buchanan cycle)	Pathway modules; Energy metabolism; Carbon fixation	K00174	K15231,K00171,K00175,K00172,K00170,K00169,K01007,K01676,K00031,K01903,K01595,K00024,K01902,K00240,K01681,K00239,K15230
ERZ8153470.12096-NODE-12096-length-1100-cov-1.819139	M00620	3.57	Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate	Pathway modules; Energy metabolism; Carbon fixation	K00174	K00171,K01678,K00175,K01960,K01902,K18209,K01959,K00172,K00170,K00169,K01903,K00177,K00024,K18210,K00176,K01677
ERZ8153470.12131-NODE-12131-length-1096-cov-2.761768	M00122	25.0	Cobalamin biosynthesis, cobinamide => cobalamin	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K02232	K02225,K02231,K00798
ERZ8153470.12137-NODE-12137-length-1096-cov-1.971182	M00307	100.0	Pyruvate oxidation, pyruvate => acetyl-CoA	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism	K03737	
ERZ8153470.12137-NODE-12137-length-1096-cov-1.971182	M00173	10.0	Reductive citrate cycle (Arnon-Buchanan cycle)	Pathway modules; Energy metabolism; Carbon fixation	K03737	K15231,K01678,K00175,K01007,K00174,K00031,K01903,K00024,K01595,K01902,K00240,K01681,K00239,K15230,K01677
ERZ8153470.12152-NODE-12152-length-1095-cov-1.581731	M00116	11.11	Menaquinone biosynthesis, chorismate => menaquinol	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K02551	K02549,K01911,K02548,K01661,K19222,K08680,K02552,K03183
ERZ8153470.12168-NODE-12168-length-1093-cov-1.936416	M00526	16.67	Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine	Pathway modules; Amino acid metabolism; Lysine metabolism	K01714	K03340,K00133,K01586,K00928,K00215
ERZ8153470.12168-NODE-12168-length-1093-cov-1.936416	M00527	14.29	Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine	Pathway modules; Amino acid metabolism; Lysine metabolism	K01714	K01778,K00133,K01586,K00928,K00215,K10206
ERZ8153470.12168-NODE-12168-length-1093-cov-1.936416	M00016	11.11	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	Pathway modules; Amino acid metabolism; Lysine metabolism	K01714	K01439,K00928,K00674,K00821,K01778,K00133,K01586,K00215
ERZ8153470.12168-NODE-12168-length-1093-cov-1.936416	M00525	11.11	Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine	Pathway modules; Amino acid metabolism; Lysine metabolism	K01714	K05823,K00841,K00928,K01778,K05822,K00133,K01586,K00215
ERZ8153470.12185-NODE-12185-length-1092-cov-1.321119	M00120	66.67	Coenzyme A biosynthesis, pantothenate => CoA	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K13038,K03525	K02318
ERZ8153470.12201-NODE-12201-length-1091-cov-1.374517	M00133	100.0	Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine	Pathway modules; Amino acid metabolism; Polyamine biosynthesis	K01611	
ERZ8153470.12201-NODE-12201-length-1091-cov-1.374517	M00034	12.5	Methionine salvage pathway	Pathway modules; Amino acid metabolism; Cysteine and methionine metabolism	K01611	K00797,K00899,K00815,K16054,K08963,K00789,K08967,K01243
ERZ8153470.12215-NODE-12215-length-1090-cov-1.839614	M00167	28.57	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P	Pathway modules; Energy metabolism; Carbon fixation	K00615	K01623,K01807,K01100,K03841
ERZ8153470.12215-NODE-12215-length-1090-cov-1.839614	M00007	25.0	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism	K00615	K01783,K01807,K00616
ERZ8153470.12215-NODE-12215-length-1090-cov-1.839614	M00165	18.18	Reductive pentose phosphate cycle (Calvin cycle)	Pathway modules; Energy metabolism; Carbon fixation	K00615	K00927,K05298,K00855,K01807,K01623,K01601,K01100,K03841
ERZ8153470.12215-NODE-12215-length-1090-cov-1.839614	M00004	14.29	Pentose phosphate pathway (Pentose phosphate cycle)	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism	K00615	K01807,K01810,K13937,K01783,K00033,K00616
ERZ8153470.12231-NODE-12231-length-1089-cov-1.362669	M00373	33.33	Ethylmalonyl pathway	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	K05606	K01966,K01965,K01847
ERZ8153470.12231-NODE-12231-length-1089-cov-1.362669	M00741	33.33	Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	K05606	K01966,K01965,K01847
ERZ8153470.12231-NODE-12231-length-1089-cov-1.362669	M00376	11.11	3-Hydroxypropionate bi-cycle	Pathway modules; Energy metabolism; Carbon fixation	K05606	K14468,K01962,K14471,K01961,K14472,K00241,K01679,K02160,K14469,K01847,K00240,K15052,K00239,K01963
ERZ8153470.12231-NODE-12231-length-1089-cov-1.362669	M00375	7.14	Hydroxypropionate-hydroxybutylate cycle	Pathway modules; Energy metabolism; Carbon fixation	K05606	K01848,K15038,K00626,K15019,K15039,K15020,K15037,K15017,K01849,K15016,K15036,K15018,K01964,K14466,K14465,K14534
ERZ8153470.12254-NODE-12254-length-1086-cov-7.142580	M00049	25.0	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP	Pathway modules; Nucleotide metabolism; Purine metabolism	K01756	K00940,K00939,K01939
ERZ8153470.12254-NODE-12254-length-1086-cov-7.142580	M00048	12.5	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP	Pathway modules; Nucleotide metabolism; Purine metabolism	K01756	K00602,K01923,K00601,K00764,K01952,K01933,K01945
ERZ8153470.12255-NODE-12255-length-1086-cov-6.650824	M00133	50.0	Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine	Pathway modules; Amino acid metabolism; Polyamine biosynthesis	K01585	K01480
ERZ8153470.12265-NODE-12265-length-1086-cov-1.397672	M00034	12.5	Methionine salvage pathway	Pathway modules; Amino acid metabolism; Cysteine and methionine metabolism	K08963	K00797,K00899,K00815,K16054,K01611,K00789,K08967,K01243
ERZ8153470.12289-NODE-12289-length-1083-cov-2.143969	M00006	25.0	Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism	K07404	K00036,K00033
ERZ8153470.12289-NODE-12289-length-1083-cov-2.143969	M00008	25.0	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism	K07404	K00036,K01625,K01690
ERZ8153470.12289-NODE-12289-length-1083-cov-2.143969	M00004	7.14	Pentose phosphate pathway (Pentose phosphate cycle)	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism	K07404	K01807,K01810,K00033,K01783,K00036,K00615,K00616
ERZ8153470.12292-NODE-12292-length-1082-cov-8.602726	M00017	14.29	Methionine biosynthesis, apartate => homoserine => methionine	Pathway modules; Amino acid metabolism; Cysteine and methionine metabolism	K14155	K01739,K00548,K00133,K00651,K00928,K00003
ERZ8153470.12294-NODE-12294-length-1082-cov-3.597858	M00017	14.29	Methionine biosynthesis, apartate => homoserine => methionine	Pathway modules; Amino acid metabolism; Cysteine and methionine metabolism	K14155	K01739,K00548,K00133,K00651,K00928,K00003
ERZ8153470.12306-NODE-12306-length-1081-cov-2.286550	M00052	33.33	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP	Pathway modules; Nucleotide metabolism; Pyrimidine metabolism	K01937	K00940,K13800
ERZ8153470.12313-NODE-12313-length-1080-cov-4.190244	M00053	12.5	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	Pathway modules; Nucleotide metabolism; Pyrimidine metabolism	K00560	K00940,K01494,K00524,K00527,K00943,K01520
ERZ8153470.12326-NODE-12326-length-1080-cov-1.773659	M00125	33.33	Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K21064	K01498,K00082,K01497
ERZ8153470.12328-NODE-12328-length-1080-cov-1.646829	M00003	28.57	Gluconeogenesis, oxaloacetate => fructose-6P	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism	K01596,K00134	K00927,K01623,K01803,K01689,K01834,K03841
ERZ8153470.12328-NODE-12328-length-1080-cov-1.646829	M00166	25.0	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P	Pathway modules; Energy metabolism; Carbon fixation	K00134	K00927,K00855,K01601
ERZ8153470.12328-NODE-12328-length-1080-cov-1.646829	M00552	20.0	D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	K00134	K00927,K01684,K00883,K01631
ERZ8153470.12328-NODE-12328-length-1080-cov-1.646829	M00308	12.5	Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism	K00134	K00927,K01625,K05308,K00874
ERZ8153470.12328-NODE-12328-length-1080-cov-1.646829	M00002	10.0	Glycolysis, core module involving three-carbon compounds	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism	K00134	K00927,K01803,K01689,K01834,K00873
ERZ8153470.12328-NODE-12328-length-1080-cov-1.646829	M00165	9.09	Reductive pentose phosphate cycle (Calvin cycle)	Pathway modules; Energy metabolism; Carbon fixation	K00134	K00927,K00855,K01807,K01623,K01601,K00615,K01100,K03841
ERZ8153470.12328-NODE-12328-length-1080-cov-1.646829	M00001	5.56	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism	K00134	K00927,K01810,K00844,K01803,K00850,K01689,K00873,K01623,K01834
ERZ8153470.12332-NODE-12332-length-1079-cov-3.069336	M00122	25.0	Cobalamin biosynthesis, cobinamide => cobalamin	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K02232	K02225,K02231,K00798
ERZ8153470.12342-NODE-12342-length-1079-cov-1.557617	M00346	11.11	Formaldehyde assimilation, serine pathway	Pathway modules; Energy metabolism; Methane metabolism	K11529	K00830,K00600,K01689,K01595,K00024,K08691,K08692,K14067,K00018
ERZ8153470.12352-NODE-12352-length-1078-cov-2.610948	M00048	12.5	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP	Pathway modules; Nucleotide metabolism; Purine metabolism	K01923	K00602,K00601,K00764,K01756,K01952,K01933,K01945
ERZ8153470.12363-NODE-12363-length-1077-cov-2.856164	M00022	25.0	Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate	Pathway modules; Amino acid metabolism; Aromatic amino acid metabolism	K01736	K01626,K00014,K00800,K01735,K00891,K03785
ERZ8153470.12364-NODE-12364-length-1077-cov-2.653620	M00793	16.67	dTDP-L-rhamnose biosynthesis	Pathway modules; Biosynthesis of terpenoids and polyketides; Polyketide sugar unit biosynthesis	K01790	K01710,K00973,K00067
ERZ8153470.12366-NODE-12366-length-1077-cov-2.307241	M00127	50.0	Thiamine biosynthesis, AIR => thiamine-P/thiamine-2P	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K03150	K03149
ERZ8153470.12391-NODE-12391-length-1075-cov-3.260784	M00002	20.0	Glycolysis, core module involving three-carbon compounds	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism	K15635	K00927,K00134,K01803,K01689,K00873
ERZ8153470.12391-NODE-12391-length-1075-cov-3.260784	M00003	14.29	Gluconeogenesis, oxaloacetate => fructose-6P	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism	K15635	K00927,K01623,K01596,K00134,K01803,K01689,K03841
ERZ8153470.12391-NODE-12391-length-1075-cov-3.260784	M00001	11.11	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism	K15635	K00927,K01810,K00844,K01803,K00850,K01689,K00873,K01623,K00134
ERZ8153470.12420-NODE-12420-length-1073-cov-3.584479	M00053	12.5	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	Pathway modules; Nucleotide metabolism; Pyrimidine metabolism	K01520	K00940,K01494,K00560,K00524,K00943,K00527
ERZ8153470.12424-NODE-12424-length-1073-cov-2.270138	M00017	14.29	Methionine biosynthesis, apartate => homoserine => methionine	Pathway modules; Amino acid metabolism; Cysteine and methionine metabolism	K00548	K01739,K00133,K00651,K00928,K00003,K01760
ERZ8153470.12433-NODE-12433-length-1073-cov-1.564833	M00159	11.11	V/A-type ATPase, prokaryotes	Pathway modules; Energy metabolism; ATP synthesis	K02122	K02118,K02107,K02123,K02117,K02124,K02121,K02120,K02119
ERZ8153470.12445-NODE-12445-length-1072-cov-1.744346	M00018	20.0	Threonine biosynthesis, aspartate => homoserine => threonine	Pathway modules; Amino acid metabolism; Serine and threonine metabolism	K00003	K00133,K00928,K01733,K00872
ERZ8153470.12445-NODE-12445-length-1072-cov-1.744346	M00017	14.29	Methionine biosynthesis, apartate => homoserine => methionine	Pathway modules; Amino acid metabolism; Cysteine and methionine metabolism	K00003	K01739,K00548,K00133,K00651,K00928,K01760
ERZ8153470.12449-NODE-12449-length-1071-cov-8.853346	M00122	50.0	Cobalamin biosynthesis, cobinamide => cobalamin	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K00768	K02226
ERZ8153470.12457-NODE-12457-length-1071-cov-1.751969	M00088	33.33	Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone	Pathway modules; Lipid metabolism; Lipid metabolism	K00626	K01640,K01641
ERZ8153470.12457-NODE-12457-length-1071-cov-1.751969	M00849	16.67	C5 isoprenoid biosynthesis, mevalonate pathway, archaea	Pathway modules; Biosynthesis of terpenoids and polyketides; Terpenoid backbone biosynthesis	K00626	K01641,K00021,K01823,K00869,K06981,K17942
ERZ8153470.12457-NODE-12457-length-1071-cov-1.751969	M00095	14.29	C5 isoprenoid biosynthesis, mevalonate pathway	Pathway modules; Biosynthesis of terpenoids and polyketides; Terpenoid backbone biosynthesis	K00626	K01641,K00938,K01823,K00869,K00021,K01597
ERZ8153470.12457-NODE-12457-length-1071-cov-1.751969	M00373	11.11	Ethylmalonyl pathway	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	K00626	K14447,K14451,K14446,K14449,K00023,K08691,K17865,K14448
ERZ8153470.12457-NODE-12457-length-1071-cov-1.751969	M00374	7.69	Dicarboxylate-hydroxybutyrate cycle	Pathway modules; Energy metabolism; Carbon fixation	K00626	K15038,K01678,K00171,K01007,K01677,K01902,K00240,K00172,K00170,K00169,K15016,K01903,K01595,K00024,K14467,K14465,K00239,K14534
ERZ8153470.12457-NODE-12457-length-1071-cov-1.751969	M00375	7.14	Hydroxypropionate-hydroxybutylate cycle	Pathway modules; Energy metabolism; Carbon fixation	K00626	K01848,K15038,K15019,K15039,K15020,K15037,K15017,K05606,K01849,K15016,K15036,K15018,K01964,K14466,K14465,K14534
ERZ8153470.12468-NODE-12468-length-1070-cov-2.472906	M00121	10.0	Heme biosynthesis, plants and bacteria, glutamate => heme	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K00230	K01599,K01698,K02492,K01749,K01772,K00228,K01719,K01845,K01885
ERZ8153470.12470-NODE-12470-length-1070-cov-2.263054	M00082	25.0	Fatty acid biosynthesis, initiation	Pathway modules; Lipid metabolism; Fatty acid metabolism	K00645	K00648,K11262
ERZ8153470.12470-NODE-12470-length-1070-cov-2.263054	M00873	8.33	Fatty acid biosynthesis in mitochondria, animals	Pathway modules; Lipid metabolism; Fatty acid metabolism	K00645	K07512,K22540,K03955,K13370,K11539,K18660,K09458
ERZ8153470.12470-NODE-12470-length-1070-cov-2.263054	M00874	8.33	Fatty acid biosynthesis in mitochondria, fungi	Pathway modules; Lipid metabolism; Fatty acid metabolism	K00645	K07512,K09458,K11262,K03955,K00059,K22541
ERZ8153470.12474-NODE-12474-length-1070-cov-1.174384	M00064	20.0	ADP-L-glycero-D-manno-heptose biosynthesis	Pathway modules; Glycan metabolism; Lipopolysaccharide metabolism	K03273	K03272,K03274,K03271
ERZ8153470.12476-NODE-12476-length-1069-cov-4.205128	M00307	100.0	Pyruvate oxidation, pyruvate => acetyl-CoA	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism	K03737	
